,student_id,gender,age,city,area_type,university_name,department,program_level,semester,attendance_percentage,study_hours_per_day,previous_semester_gpa,current_cgpa,assignments_score,midterm_marks,final_exam_marks,sleep_hours,social_media_hours,part_time_job,internet_access_home,family_support,tuition_or_academy,hostel_resident,distance_from_university_km,transport_mode,electricity_availability_home,final_grade,pass_fail_status,risk_level,performance_score
238,1239,Male,24,Charsadda,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,7,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk,79.3
239,1240,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,4,83,5,3.1,3.3,76,72,75,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,74.3
240,1241,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,3,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk,82.3
241,1242,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,5,93,7,3.7,3.8,90,86,89,5,1,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,88.3
242,1243,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,2,77,4,2.8,3.0,69,64,67,7,4,No,Yes,YES,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,66.5
243,1244,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,4,66,3,2.2,2.4,57,52,55,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,54.5
244,1245,Male,23,Mardan,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,3,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,No,7,University Bus,Regular,A,Pass,Low Risk,84.3
245,1246,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,3,63,3,2.0,2.2,54,49,52,8,5,Yes,Yes,Yes,No,No,20,Public Transport,Load Shedding,D,Pass,High Risk,51.5
246,1247,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,1,79,4,2.0,2.2,71,66,69,7,3,No,Yes, Yes ,Yes,No,6,University Bus,Regular,C,Pass,Medium Risk,68.5
247,1248,Female,22,Charsadda,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,5,57,2,1.7,1.9,46,41,44,9,7,Yes,No,No,No,No,23,Public Transport,Load Shedding,F,Fail,High Risk,43.5
248,1249,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,4,86,5,3.2,3.4,79,75,78,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,77.3
249,1250,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,3,85,5,3.2,3.4,78,74,77,6,3,No,Yes,Yes,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk,76.3
250,1251,Male,24,Lahore,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,7,92,6,3.6,3.7,89,85,88,6,2,No,Yes, yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk,87.3
251,1252,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,2,76,4,2.7,2.9,68,63,66,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,65.5
252,1253,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,2,62,2,2.0,2.2,51,46,49,8,6,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,48.5
253,1254,Female,22,Mardan,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,5,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,No,8,University Bus,Regular,B,Pass,Low Risk,79.3
254,1255,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,3,58,2,1.8,2.0,47,42,45,9,6, no ,Yes,No,No,No,19,Public Transport,Load Shedding,F,Fail,High Risk,44.5
255,1256,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,1,74,4,1.8,2.0,67,62,65,7,4,No,Yes,Yes,No,No,6,University Bus,Regular,C,Pass,Medium Risk,64.5
256,1257,Male,23,Charsadda,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,6,89,5,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk,82.3
257,1258,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,4,84,5,3.1,3.3,77,73,76,6,3,No,Yes,YES,No,Yes,0,Walk,Regular,B,Pass,Low Risk,75.3
258,1259,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,3,88,6,3.4,3.6,82,78,81,6,2,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk,80.3
259,1260,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,5,94,7,3.8,3.9,91,87,90,5,1,No,Yes, Yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk,89.3
260,1261,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,1,75,4,3.8,3.9,68,63,66,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,65.5
261,1262,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,4,69,3,2.4,2.6,60,55,58,8,5,No,Yes,Yes,No,Yes,0,Walk,Load Shedding,C,Pass,Medium Risk,57.5
262,1263,Male,24,Mardan,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,7,91,6,3.6,3.7,88,84,87,6,2,No,Yes,Yes,Yes,No,7,University Bus,Regular,A,Pass,Low Risk,86.3
263,1264,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,3,71,4,2.5,2.7,63,58,61,7,4,No,Yes,Yes,No,No,21,Public Transport,Load Shedding,C,Pass,Medium Risk,60.5
264,1265,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,2,82,5,3.0,3.2,75,71,74,6,3,No,Yes, yes ,Yes,No,5,University Bus,Regular,B,Pass,Low Risk,73.3
265,1266,Female,23,Charsadda,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,6,56,2,1.7,1.9,45,40,43,9,7,Yes,No,No,No,No,22,Public Transport,Load Shedding,F,Fail,High Risk,42.5
266,1267,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,4,86,5,3.2,3.4,79,75,78,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,77.3
267,1268,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,3,83,5,3.1,3.3,76,72,75,6,3,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk,74.3
268,1269,Male,22,Lahore,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,3,92,6,3.6,3.7,89,85,88,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,87.3
269,1270,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,1,73,4,3.6,3.7,66,61,64,7,4,No,Yes,YES,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,63.5
270,1271,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,4,64,3,2.1,2.3,55,50,53,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,52.5
271,1272,Female,24,Mardan,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,7,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,No,8,University Bus,Regular,A,Pass,Low Risk,84.3
272,1273,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,3,59,2,1.8,2.0,48,43,46,9,6, No,No,Yes,No,No,20,Public Transport,Load Shedding,F,Fail,High Risk,45.5
273,1274,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,2,77,4,2.8,3.0,69,64,67,7,4,No,Yes,Yes,No,No,6,University Bus,Regular,C,Pass,Medium Risk,66.5
274,1275,Male,22,Charsadda,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,5,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk,79.3
275,1276,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,4,81,5,3.0,3.2,74,70,73,6,3,No,Yes, Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,72.3
276,1277,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,2,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk,82.3
277,1278,Female,23,Lahore,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,6,93,7,3.7,3.8,90,86,89,5,1,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,88.3
278,1279,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,1,76,4,3.7,3.8,69,64,67,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,66.5
279,1280,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,4,70,3,2.5,2.7,62,57,60,7,5,No,Yes,Yes,No,Yes,0,Walk,Load Shedding,C,Pass,Medium Risk,59.5
280,1281,Male,24,Mardan,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,7,88,5,3.4,3.6,82,78,81,6,3,No,Yes, yes ,Yes,No,7,University Bus,Regular,B,Pass,Low Risk,80.3
281,1282,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,3,57,2,1.8,2.0,46,41,44,9,6,Yes,No,No,No,No,19,Public Transport,Load Shedding,F,Fail,High Risk,43.5
282,1283,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,2,80,5,2.9,3.1,72,68,71,7,3,No,Yes,Yes,Yes,No,6,University Bus,Regular,B,Pass,Low Risk,70.3
283,1284,Female,22,Charsadda,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,5,68,3,2.3,2.5,59,54,57,8,5,Yes,Yes,Yes,No,No,23,Public Transport,Load Shedding,D,Pass,High Risk,56.5
284,1285,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,2,91,6,3.6,3.7,88,84,87,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,86.3
285,1286,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,3,85,5,3.2,3.4,78,74,77,6,3,No,Yes,YES,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk,76.3
286,1287,Male,23,Lahore,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,6,92,6,3.6,3.7,89,85,88,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,87.3
287,1288,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,1,72,4,3.6,3.7,65,60,63,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,62.5
288,1289,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,4,63,2,2.0,2.2,52,47,50,8,6,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,49.5
289,1290,Female,22,Mardan,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,5,86,5,3.2,3.4,79,75,78,6,3,No,Yes, Yes ,Yes,No,8,University Bus,Regular,B,Pass,Low Risk,77.3
290,1291,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,3,54,2,1.6,1.8,43,38,41,9,7,Yes,No,No,No,No,21,Public Transport,Load Shedding,F,Fail,High Risk,40.5
291,1292,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,2,78,4,2.8,3.0,70,65,68,7,4,No,Yes,Yes,No,No,5,University Bus,Regular,C,Pass,Medium Risk,67.5
292,1293,Male,24,Charsadda,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,3,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk,82.3
293,1294,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,4,83,5,3.1,3.3,76,72,75,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,74.3
294,1295,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,3,87,5,3.3,3.5,81,77,80,6,3,No,Yes, yes ,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk,79.3
295,1296,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,5,93,7,3.7,3.8,90,86,89,5,1,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,88.3
296,1297,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,2,77,4,2.8,3.0,69,64,67,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,66.5
297,1298,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,4,67,3,2.3,2.5,58,53,56,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,55.5
298,1299,Male,23,Mardan,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,6,88,5,3.4,3.6,82,78,81,6,3,No,Yes,Yes,Yes,No,7,University Bus,Regular,B,Pass,Low Risk,80.3
299,1300,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,3,60,2,1.9,2.1,49,44,47,8,6, Yes,Yes,No,No,No,20,Public Transport,Load Shedding,F,Fail,High Risk,46.5
300,1301,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,1,74,4,1.9,2.1,67,62,65,7,4,No,Yes,Yes,No,No,6,University Bus,Regular,C,Pass,Medium Risk,64.5
301,1302,Female,24,Charsadda,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,7,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,A,Pass,Low Risk,84.3
302,1303,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,4,85,5,3.2,3.4,78,74,77,6,3,No,Yes,YES,No,Yes,0,Walk,Regular,B,Pass,Low Risk,76.3
303,1304,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,3,82,5,3.0,3.2,75,71,74,6,3,No,Yes,Yes,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk,73.3
304,1305,Male,22,Lahore,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,5,91,6,3.6,3.7,88,84,87,6,2,No,Yes, Yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk,86.3
305,1306,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,2,79,4,2.9,3.1,71,66,69,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,68.5
306,1307,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,4,61,2,1.9,2.1,50,45,48,8,6,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,47.5
307,1308,Female,23,Mardan,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,6,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,No,8,University Bus,Regular,B,Pass,Low Risk,79.3
308,1309,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,2,55,2,1.7,1.9,44,39,42,9,7,Yes,No,No,No,No,19,Public Transport,Load Shedding,F,Fail,High Risk,41.5
309,1310,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,1,73,4,1.7,1.9,66,61,64,7,4,No,Yes, yes ,No,No,6,University Bus,Regular,C,Pass,Medium Risk,63.5
310,1311,Male,24,Charsadda,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,7,88,5,3.4,3.6,82,78,81,6,3,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk,80.3
311,1312,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,4,84,5,3.1,3.3,77,73,76,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,75.3
312,1313,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,3,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,No,4,Private Transport,Regular,A,Pass,Low Risk,84.3
313,1314,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,5,94,7,3.8,3.9,91,87,90,5,1,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,89.3
314,1315,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,2,76,4,2.7,2.9,68,63,66,7,4,No,Yes,YES,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,65.5
315,1316,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,4,68,3,2.3,2.5,59,54,57,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,56.5
316,1317,Male,23,Mardan,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,3,92,6,3.6,3.7,89,85,88,6,2,No,Yes,Yes,Yes,No,7,University Bus,Regular,A,Pass,Low Risk,87.3
317,1318,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,3,65,3,2.2,2.4,56,51,54,8,5,Yes,Yes,Yes,No,No,21,Public Transport,Load Shedding,D,Pass,High Risk,53.5
318,1319,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,1,81,5,2.2,2.4,74,70,73,7,3,No,Yes, Yes ,Yes,No,5,University Bus,Regular,B,Pass,Low Risk,72.3
319,1320,Female,22,Charsadda,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,5,58,2,1.8,2.0,47,42,45,9,7,Yes,No,No,No,No,22,Public Transport,Load Shedding,F,Fail,High Risk,44.5
320,1321,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,4,86,5,3.2,3.4,79,75,78,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,77.3
321,1322,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,3,84,5,3.1,3.3,77,73,76,6,3,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk,75.3
322,1323,Male,24,Lahore,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,7,91,6,3.6,3.7,88,84,87,6,2,No,Yes, yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk,86.3
323,1324,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,2,78,4,2.8,3.0,70,65,68,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,67.5
324,1325,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,MBA,Graduate,2,62,2,2.0,2.2,51,46,49,8,6,Yes,No,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,48.5
325,1326,Female,22,Mardan,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,5,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,No,8,University Bus,Regular,B,Pass,Low Risk,79.3
326,1327,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,3,56,2,1.7,1.9,45,40,43,9,6, no ,Yes,No,No,No,20,Public Transport,Load Shedding,F,Fail,High Risk,42.5
327,1328,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,1,75,4,1.7,1.9,68,63,66,7,4,No,Yes,Yes,No,No,6,University Bus,Regular,C,Pass,Medium Risk,65.5
328,1329,Male,23,Charsadda,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,6,89,5,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk,82.3
329,1330,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,4,83,5,3.1,3.3,76,72,75,6,3,No,Yes,YES,No,Yes,0,Walk,Regular,B,Pass,Low Risk,74.3
330,1331,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,3,88,6,3.4,3.6,82,78,81,6,2,No,Yes,Yes,Yes,No,5,Private Transport,Regular,B,Pass,Low Risk,80.3
331,1332,Female,22,Lahore,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,5,93,7,3.7,3.8,90,86,89,5,1,No,Yes, Yes ,No,Yes,0,Walk,Regular,A,Pass,Low Risk,88.3
332,1333,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,1,77,4,3.7,3.8,69,64,67,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,66.5
333,1334,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,4,69,3,2.4,2.6,60,55,58,8,5,No,Yes,Yes,No,Yes,0,Walk,Load Shedding,C,Pass,Medium Risk,57.5
334,1335,Male,24,Mardan,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,7,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,Yes,No,7,University Bus,Regular,A,Pass,Low Risk,84.3
335,1336,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,3,72,4,2.6,2.8,64,59,62,7,4,No,Yes,Yes,No,No,19,Public Transport,Load Shedding,C,Pass,Medium Risk,61.5
336,1337,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,2,82,5,3.0,3.2,75,71,74,6,3,No,Yes, yes ,Yes,No,6,University Bus,Regular,B,Pass,Low Risk,73.3
337,1338,Female,23,Charsadda,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,6,57,2,1.7,1.9,46,41,44,9,7,Yes,No,No,No,No,23,Public Transport,Load Shedding,F,Fail,High Risk,43.5
338,1339,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,4,86,5,3.2,3.4,79,75,78,6,3,No,Yes,Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,77.3
339,1340,Female,20,Peshawar,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,3,85,5,3.2,3.4,78,74,77,6,3,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk,76.3
340,1341,Male,22,Lahore,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,3,91,6,3.6,3.7,88,84,87,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,86.3
341,1342,Female,19,Karachi,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,1,74,4,3.6,3.7,67,62,65,7,4,No,Yes,YES,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,64.5
342,1343,Male,21,Peshawar,Rural,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,4,64,3,2.1,2.3,55,50,53,8,5,Yes,Yes,Yes,No,Yes,0,Walk,Load Shedding,D,Pass,High Risk,52.5
343,1344,Female,24,Mardan,Urban,Sarhad University of Science and Information Technology,English,Undergraduate,7,92,6,3.6,3.7,89,85,88,6,2,No,Yes,Yes,Yes,No,8,University Bus,Regular,A,Pass,Low Risk,87.3
344,1345,Male,20,Swat,Rural,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,3,59,2,1.8,2.0,48,43,46,9,6, No,No,Yes,No,No,21,Public Transport,Load Shedding,F,Fail,High Risk,45.5
345,1346,Female,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BSCS,Undergraduate,2,80,4,2.9,3.1,72,68,71,7,4,No,Yes,Yes,No,No,5,University Bus,Regular,B,Pass,Medium Risk,70.3
346,1347,Male,22,Charsadda,Rural,Sarhad University of Science and Information Technology,BSSE,Undergraduate,5,87,5,3.3,3.5,81,77,80,6,3,No,Yes,Yes,Yes,Yes,0,Walk,Load Shedding,B,Pass,Low Risk,79.3
347,1348,Female,21,Nowshera,Urban,Sarhad University of Science and Information Technology,BBA,Undergraduate,4,82,5,3.0,3.2,75,71,74,6,3,No,Yes, Yes,No,Yes,0,Walk,Regular,B,Pass,Low Risk,73.3
348,1349,Male,20,Peshawar,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,2,89,6,3.4,3.6,84,80,83,6,2,No,Yes,Yes,Yes,No,4,Private Transport,Regular,B,Pass,Low Risk,82.3
349,1350,Female,23,Lahore,Urban,Sarhad University of Science and Information Technology,Electrical Engineering,Undergraduate,6,94,7,3.8,3.9,91,87,90,5,1,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,89.3
350,1351,Male,19,Karachi,Urban,Sarhad University of Science and Information Technology,Civil Engineering,Undergraduate,1,76,4,3.8,3.9,69,64,67,7,4,No,Yes,Yes,Yes,Yes,0,Walk,Regular,C,Pass,Medium Risk,66.5
351,1352,Female,21,Peshawar,Rural,Sarhad University of Science and Information Technology,English,Undergraduate,4,70,3,2.5,2.7,62,57,60,7,5,No,Yes,Yes,No,Yes,0,Walk,Load Shedding,C,Pass,Medium Risk,59.5
352,1353,Male,24,Mardan,Urban,Sarhad University of Science and Information Technology,Mathematics,Undergraduate,7,88,5,3.4,3.6,82,78,81,6,3,No,Yes, yes ,Yes,No,7,University Bus,Regular,B,Pass,Low Risk,80.3
353,1354,Female,20,Swat,Rural,Sarhad University of Science and Information Technology,BSCS,Undergraduate,3,54,2,1.6,1.8,43,38,41,9,7,Yes,No,No,No,No,20,Public Transport,Load Shedding,F,Fail,High Risk,40.5
354,1355,Male,19,Peshawar,Urban,Sarhad University of Science and Information Technology,BSSE,Undergraduate,2,81,5,3.0,3.2,74,70,73,6,3,No,Yes,Yes,Yes,No,6,University Bus,Regular,B,Pass,Low Risk,72.3
355,1356,Female,22,Charsadda,Rural,Sarhad University of Science and Information Technology,BBA,Undergraduate,5,67,3,2.3,2.5,58,53,56,8,5,Yes,Yes,Yes,No,No,22,Public Transport,Load Shedding,D,Pass,High Risk,55.5
356,1357,Male,21,Nowshera,Urban,Sarhad University of Science and Information Technology,MBA,Graduate,2,90,6,3.5,3.7,86,82,85,6,2,No,Yes,Yes,No,Yes,0,Walk,Regular,A,Pass,Low Risk,84.3
